Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
Ouffet,4590.0,1.0,house,house,189000.0,isUnderOption,4.0,198.0,1.0,,,,904.0,3.0,,10348407.0,good,https://www.immoweb.be/en/classified/house/for-sale/ouffet/4590/10348407
SINT-MARIA-HOREBEKE,9667.0,1.0,house,country cottage,180000.0,,2.0,100.0,,,,,380.0,,,10115578.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/sint-maria-horebeke/9667/10115578
Charleroi,6000.0,1.0,house,house,189000.0,isUnderOption,4.0,115.0,1.0,50.0,,,213.0,3.0,,10594338.0,good,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/10594338
Herstal,4040.0,,house,house,189000.0,,3.0,105.0,1.0,18.0,1.0,40.0,152.0,3.0,,10617894.0,good,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/10617894
OMBRET,4540.0,1.0,house,house,179000.0,isUnderOption,3.0,130.0,1.0,34.0,1.0,300.0,680.0,4.0,,10510234.0,good,https://www.immoweb.be/en/classified/house/for-sale/ombret/4540/10510234
Montegnee,4420.0,1.0,house,house,180000.0,,2.0,111.0,1.0,20.0,1.0,100.0,267.0,3.0,,10399328.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/montegnee/4420/10399328
Villers-le-Bouillet,4520.0,0.0,house,country cottage,189000.0,isUnderOption,3.0,129.0,,,1.0,1100.0,1225.0,3.0,,10505831.0,to renovate,https://www.immoweb.be/en/classified/country-cottage/for-sale/villers-le-bouillet/4520/10505831
SEILLES,5300.0,1.0,house,house,195000.0,,3.0,148.0,1.0,,,,951.0,3.0,,10527898.0,good,https://www.immoweb.be/en/classified/house/for-sale/seilles/5300/10527898
Wetteren,9230.0,1.0,house,house,175000.0,,3.0,103.0,,,,,70.0,2.0,,10637049.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/10637049
Hoegaarden,3320.0,1.0,house,house,195000.0,,3.0,166.0,,,,,156.0,3.0,,10036804.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/hoegaarden/3320/10036804
VIERSET-BARSE,4577.0,1.0,house,house,199000.0,isUnderOption,2.0,90.0,,,1.0,900.0,1029.0,4.0,,10408811.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/vierset-barse/4577/10408811
Habergy,6782.0,0.0,house,house,185000.0,,5.0,204.0,1.0,47.0,,,291.0,2.0,,10501101.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/habergy/6782/10501101
Arlon,6700.0,0.0,house,house,199000.0,isUnderOption,3.0,115.0,1.0,,,,111.0,2.0,,10435620.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/10435620
Herve,4650.0,1.0,house,house,210000.0,,2.0,109.0,1.0,24.0,,,79.0,2.0,,10616568.0,good,https://www.immoweb.be/en/classified/house/for-sale/herve/4650/10616568
Huy,4500.0,1.0,house,house,199500.0,isUnderOption,4.0,192.0,,,,,343.0,2.0,,10637143.0,good,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10637143
Heinsch,6700.0,1.0,house,house,210000.0,isUnderOption,3.0,,1.0,,1.0,310.0,576.0,2.0,,10343362.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/heinsch/6700/10343362
Liège,4000.0,1.0,house,house,215000.0,,3.0,170.0,,,,,72.0,2.0,,10562302.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/10562302
Ixelles,1050.0,1.0,apartment,flat studio,395000.0,,0.0,48.0,1.0,32.0,,,,,,10582156.0,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/10582156
Sterrebeek,1933.0,1.0,apartment,ground floor,1295000.0,,4.0,195.0,1.0,21.0,1.0,205.0,,2.0,,8950259.0,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/sterrebeek/1933/8950259
Bruxelles,1000.0,1.0,apartment,flat studio,395000.0,,0.0,48.0,1.0,32.0,,,,,,10560962.0,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10560962
Uccle,1180.0,1.0,apartment,apartment,710000.0,,3.0,142.0,1.0,56.0,,,,4.0,,10598247.0,,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10598247
Uccle,1180.0,1.0,apartment,ground floor,635000.0,,2.0,108.0,1.0,18.0,1.0,73.0,,,,10588450.0,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/10588450
Liege,4000.0,1.0,apartment,apartment,455000.0,,3.0,156.0,1.0,25.0,,,,2.0,,10503218.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/10503218
Deinze,9800.0,1.0,apartment,apartment,350000.0,,2.0,97.0,1.0,20.0,,,,,,10663063.0,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663063
Gent,9000.0,1.0,apartment,ground floor,355000.0,,3.0,101.0,1.0,13.0,,,,4.0,,10660285.0,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/10660285
Deinze,9800.0,1.0,apartment,apartment,199500.0,,1.0,66.0,1.0,5.0,,,,,,10663066.0,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663066
Ixelles,1050.0,1.0,apartment,apartment,1420000.0,,2.0,180.0,1.0,70.0,,,,3.0,,8902829.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8902829
Sterrebeek,1933.0,1.0,apartment,ground floor,1095000.0,,3.0,169.0,1.0,22.0,1.0,137.0,,2.0,,8950258.0,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/sterrebeek/1933/8950258
Deinze,9800.0,1.0,apartment,apartment,290000.0,,2.0,97.0,1.0,8.0,,,,,,10663067.0,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663067
Deinze,9800.0,1.0,apartment,apartment,295000.0,,2.0,97.0,1.0,5.0,,,,,,10663065.0,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663065
Deinze,9800.0,1.0,apartment,apartment,285000.0,,2.0,91.0,1.0,5.0,,,,,,10663062.0,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663062
Deinze,9800.0,1.0,apartment,apartment,275000.0,,2.0,91.0,1.0,5.0,,,,,,10663064.0,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663064
Oudenaarde,9700.0,1.0,apartment,apartment,339000.0,,3.0,129.0,1.0,19.0,1.0,63.0,,4.0,,10660227.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/10660227
Deinze,9800.0,1.0,apartment,apartment,288000.0,,1.0,73.0,1.0,19.0,,,,4.0,,10663060.0,,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10663060
