Raw num:,Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
,Antwerp,2600,1,apartment,apartment,199000,,1,50,,,,,,4,,10671704,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2600/10671704
,KWAADMECHELEN,3945,1,apartment,ground floor,245000,,2,90,1,14,1,75,,2,,10552089,,https://www.immoweb.be/en/classified/ground-floor/for-sale/kwaadmechelen/3945/10552089
,Brugge,8000,1,house,house,499000,,3,174,1,,,,1290,,,10441083,good,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10441083
,Brugge,8000,1,house,house,495000,,2,256,1,20,,,155,,,10491909,good,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10491909
,Liedekerke,1770,1,house,villa,539000,isUnderOption,3,285,1,25,1,600,1520,,,10242682,as new,https://www.immoweb.be/en/classified/villa/for-sale/liedekerke/1770/10242682
,Leuven Heverlee,3001,1,house,house,540000,,2,169,1,,,,0,2,,10593811,as new,https://www.immoweb.be/en/classified/house/for-sale/leuven%20heverlee/3001/10593811
,Boutersem,3370,1,house,house,539000,,3,210,1,,,,768,,,10630761,as new,https://www.immoweb.be/en/classified/house/for-sale/boutersem/3370/10630761
,Varsenare,8490,1,house,house,540000,,3,167,,,,,219,,,10627200,as new,https://www.immoweb.be/en/classified/house/for-sale/varsenare/8490/10627200
,Lendelede,8860,1,house,villa,535000,,3,240,1,,,,1116,,,10624048,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/lendelede/8860/10624048
,Waregem,8790,1,house,house,480000,,4,187,,,,,422,,,10609556,as new,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/10609556
,De Haan,8420,1,house,villa,545000,,4,216,1,,,,587,,,10580134,as new,https://www.immoweb.be/en/classified/villa/for-sale/de%20haan/8420/10580134
,Brugge,8000,1,house,house,549000,,2,267,1,,,,68,,,10637700,good,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10637700
,Herzele,9550,1,house,villa,549000,isUnderOption,3,328,1,44,1,800,1225,,,10475102,good,https://www.immoweb.be/en/classified/villa/for-sale/herzele/9550/10475102
,Oudenaarde,9700,,house,villa,565000,,4,445,,,,,1107,4,,10255495,,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/10255495
,Chaudfontaine,4050,1,house,villa,549000,,5,238,1,20,,,1413,,,10577105,good,https://www.immoweb.be/en/classified/villa/for-sale/chaudfontaine/4050/10577105
,Kraainem,1950,,house,house,565000,isUnderOption,4,180,,,,,303,3,,10453196,,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/10453196
,Erpe-Mere,9420,1,house,villa,569000,,4,250,1,38,,,1560,,,10122556,good,https://www.immoweb.be/en/classified/villa/for-sale/erpe-mere/9420/10122556
,Gouvy,6671,,house,villa,585000,,4,278,1,,,,1379,4,,10617162,,https://www.immoweb.be/en/classified/villa/for-sale/gouvy/6671/10617162
,Blankenberge,8370,1,house,villa,585000,,4,232,1,,,,550,,,10609987,good,https://www.immoweb.be/en/classified/villa/for-sale/blankenberge/8370/10609987
,Kortrijk,8500,1,house,villa,590000,,4,195,1,30,,,348,,,10623278,as new,https://www.immoweb.be/en/classified/villa/for-sale/kortrijk/8500/10623278
,Zwevezele,8750,1,house,villa,595000,,7,463,1,,,,1112,,,10623826,as new,https://www.immoweb.be/en/classified/villa/for-sale/zwevezele/8750/10623826
,Erpe-Mere,9420,1,house,villa,595000,,4,325,1,,,,685,,1,10535087,good,https://www.immoweb.be/en/classified/villa/for-sale/erpe-mere/9420/10535087
,Ninove,9400,1,house,house,595000,isUnderOption,8,400,1,70,1,700,1032,,,10416002,good,https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/10416002
,Tervuren,3080,,house,house,599000,,3,218,,,,,797,4,,10611381,,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/10611381
,Balen,2490,1,apartment,ground floor,275000,,2,106,1,15,,,,3,,10078646,,https://www.immoweb.be/en/classified/ground-floor/for-sale/balen/2490/10078646
,Liège,4020,1,house,house,599000,,7,400,,,,,120,,,10591165,good,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4020/10591165
,Willebroek,2830,1,apartment,apartment,264000,,2,90,1,21,1,29,,4,,9765902,,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/9765902
,Willebroek,2830,1,apartment,apartment,283000,,2,97,1,22,1,30,,4,,10487610,,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/10487610
,Halle,1500,1,apartment,apartment,370000,,2,,1,9,,,,,,10041492,as new,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/10041492
,Le Roeulx,7070,1,apartment,apartment,275000,,2,,,,,,,,,9931678,as new,https://www.immoweb.be/en/classified/apartment/for-sale/le%20roeulx/7070/9931678
,Harelbeke,8530,1,house,villa,590000,,3,250,1,,,,1630,,,10539438,good,https://www.immoweb.be/en/classified/villa/for-sale/harelbeke/8530/10539438
,Evergem,9940,1,apartment,ground floor,281570,,2,88,1,10,1,106,,4,,10618795,,https://www.immoweb.be/en/classified/ground-floor/for-sale/evergem/9940/10618795
,Willebroek,2830,1,apartment,apartment,283000,,2,97,1,22,1,30,,4,,10310208,,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/10310208
,Opwijk,1745,1,apartment,apartment,310000,,1,76,1,20,,,,,,10288904,,https://www.immoweb.be/en/classified/apartment/for-sale/opwijk/1745/10288904
,Bruxelles,1000,1,apartment,flat studio,395000,,0,48,1,32,,,,2,,10602217,,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10602217
,Antwerp,2000,1,apartment,apartment,495000,,2,93,1,6,,,,2,,10602223,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10602223
,Kortrijk,8500,1,house,villa,590000,,3,250,1,,,,1630,,,10586962,good,https://www.immoweb.be/en/classified/villa/for-sale/kortrijk/8500/10586962
,Ixelles,1050,1,apartment,flat studio,395000,,0,48,1,32,,,,2,,10576281,,https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/10576281
,Evergem,9940,1,apartment,ground floor,326111,,2,102,1,10,1,117,,4,,10618794,,https://www.immoweb.be/en/classified/ground-floor/for-sale/evergem/9940/10618794
,Lier,2500,1,apartment,ground floor,399000,isUnderOption,3,175,1,28,,,,3,,10623830,,https://www.immoweb.be/en/classified/ground-floor/for-sale/lier/2500/10623830
,Leuven,3000,1,apartment,apartment,465000,,1,75,1,21,,,,2,,10297171,,https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/10297171
,Waterloo,1410,1,apartment,apartment,496150,,3,,1,16,,,,,,10435292,as new,https://www.immoweb.be/en/classified/apartment/for-sale/waterloo/1410/10435292
,Bruxelles,1000,1,apartment,penthouse,565000,isUnderOption,2,102,1,20,,,,2,,10123417,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/10123417
,Schaerbeek,1030,1,apartment,apartment,630000,,2,114,1,6,,,,2,,10396581,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10396581
,Ixelles,1050,1,apartment,apartment,800000,,2,119,1,13,,,,2,,10576273,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10576273
,Louvain-La-Neuve,1348,1,apartment,apartment,795000,,3,138,1,293,,,,4,,10361576,,https://www.immoweb.be/en/classified/apartment/for-sale/louvain-la-neuve/1348/10361576
,Bruxelles,1000,1,apartment,apartment,831000,,2,134,1,10,,,,2,,10602212,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10602212
,Ixelles,1050,1,apartment,apartment,831000,,2,134,1,10,,,,2,,10576275,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10576275
,Wezembeek-Oppem,1970,1,apartment,apartment,874350,,3,,1,41,,,,3,,10289886,as new,https://www.immoweb.be/en/classified/apartment/for-sale/wezembeek-oppem/1970/10289886
,Ixelles,1050,1,apartment,apartment,1450000,,3,199,1,20,,,,2,,10576272,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10576272
,Bruxelles,1000,1,apartment,apartment,1410000,,3,184,1,23,,,,2,,10578446,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10578446
,Ixelles,1050,1,apartment,apartment,1485000,,3,192,1,26,,,,2,,10576270,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10576270
,Bruxelles,1000,1,apartment,apartment,1450000,,3,199,1,20,,,,2,,10578447,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10578447
,Knokke-Zoute,8300,1,apartment,apartment,2350000,,2,121,1,,,,,2,,10180279,as new,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/10180279
,Ixelles,1050,1,apartment,apartment,1410000,,3,184,1,23,,,,2,,10576271,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10576271
,Bruxelles,1000,1,apartment,apartment,1485000,,3,192,1,26,,,,2,,10578445,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10578445
,Knokke-Zoute,8300,1,apartment,apartment,2350000,,2,121,1,,,,,2,,10584994,as new,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/10584994
,Oostende,8400,1,house,house,619000,,5,372,1,,,,249,,1,10579749,good,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10579749
,Erpe-Mere,9420,1,house,villa,615000,,3,215,1,35,,,2244,,,10378699,good,https://www.immoweb.be/en/classified/villa/for-sale/erpe-mere/9420/10378699
,Vilvoorde,1800,1,house,villa,620000,,3,237,1,50,1,424,569,4,,10635592,good,https://www.immoweb.be/en/classified/villa/for-sale/vilvoorde/1800/10635592
,Oostduinkerke,8670,1,house,villa,625000,,3,140,1,,,,583,,,10577218,as new,https://www.immoweb.be/en/classified/villa/for-sale/oostduinkerke/8670/10577218
,Auderghem,1160,1,house,house,625000,,4,210,1,3,1,48,173,3,,10635085,to be done up,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/10635085
,Sint-Lievens-Houtem,9520,1,house,villa,625000,,3,285,1,,1,1000,1232,,,10580137,as new,https://www.immoweb.be/en/classified/villa/for-sale/sint-lievens-houtem/9520/10580137
,Tervuren,3080,,house,house,650000,,5,245,,,,,598,3,,10530975,,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/10530975
,Oudenaarde,9700,,house,villa,620000,,2,236,,,,,3010,4,,10635240,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/10635240
,Veurne,8630,1,house,villa,625000,,5,250,1,,,,453,,,10625731,as new,https://www.immoweb.be/en/classified/villa/for-sale/veurne/8630/10625731
,Hemiksem,2620,,house,house,649000,,6,350,1,,,,353,2,,10612209,good,https://www.immoweb.be/en/classified/house/for-sale/hemiksem/2620/10612209
,Heist-aan-Zee,8301,1,house,house,665000,,4,157,1,,,,94,,,10293907,good,https://www.immoweb.be/en/classified/house/for-sale/heist-aan-zee/8301/10293907
,SINT-KATELIJNE-WAVER,2860,1,house,apartment block,688000,,6,,1,,,,730,,,10597877,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/sint-katelijne-waver/2860/10597877
,Ixelles,1050,,house,house,645000,,5,182,1,20,,,93,2,,10590224,,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/10590224
,Oupeye,4684,1,house,villa,669000,,5,363,1,60,1,1593,2152,,,10640210,as new,https://www.immoweb.be/en/classified/villa/for-sale/oupeye/4684/10640210
,Gent,9000,1,house,house,650000,,5,155,,,1,20,91,,,10592079,good,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10592079
,Uccle,1180,1,house,apartment block,675000,,0,200,1,50,1,120,185,2,,10618002,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/10618002
,Drogenbos,1620,1,house,house,695000,isUnderOption,4,270,1,25,,,270,,,10425268,as new,https://www.immoweb.be/en/classified/house/for-sale/drogenbos/1620/10425268
,Gent,9000,1,house,house,695000,,2,190,,,,,190,2,,10621592,good,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10621592
,Laeken,1020,1,house,apartment block,699000,,3,350,,,,,141,2,,10386419,to be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/laeken/1020/10386419
,Zaventem Sterrebeek,1933,,house,villa,739000,,5,266,1,11,,,648,4,,10605497,,https://www.immoweb.be/en/classified/villa/for-sale/zaventem%20sterrebeek/1933/10605497
,Mechelen,2800,1,house,house,749000,,4,486,,,,,0,2,,10535684,good,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10535684
,Turnhout,2300,1,house,house,749000,isUnderOption,5,427,1,,,,4997,4,,10507693,as new,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/10507693
,Uccle,1180,1,house,house,725000,,3,130,1,30,1,110,285,3,,10574135,to be done up,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10574135
,Kortrijk,8500,1,house,villa,775000,,6,374,1,,,,1000,,,10639384,good,https://www.immoweb.be/en/classified/villa/for-sale/kortrijk/8500/10639384
,Dilbeek,1700,1,house,villa,749000,,8,536,1,5,1,174,940,,,10097933,good,https://www.immoweb.be/en/classified/villa/for-sale/dilbeek/1700/10097933
,REDU,6890,,house,house,740000,,4,317,1,,,,757,3,,10374939,,https://www.immoweb.be/en/classified/house/for-sale/redu/6890/10374939
,Dilbeek,1700,1,house,villa,749000,isUnderOption,8,536,1,5,1,174,940,,,10255033,good,https://www.immoweb.be/en/classified/villa/for-sale/dilbeek/1700/10255033
,Bruxelles,1000,1,apartment,penthouse,4000000,,4,444,1,253,,,,2,,10578444,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/10578444
,Wetteren,9230,1,house,villa,775000,isUnderOption,3,285,1,,,,1178,,1,10482729,good,https://www.immoweb.be/en/classified/villa/for-sale/wetteren/9230/10482729
,Genk,3600,1,house,villa,772000,,3,213,,,,,632,4,,10633357,,https://www.immoweb.be/en/classified/villa/for-sale/genk/3600/10633357
,Gistel,8470,1,house,house,749000,isUnderOption,5,227,1,,,,990,,,10628169,as new,https://www.immoweb.be/en/classified/house/for-sale/gistel/8470/10628169
,Ixelles,1050,1,apartment,penthouse,4000000,,4,444,1,253,,,,2,,10576269,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/10576269
,Ans,4430,,apartment,apartment,189000,,2,66,,,,,,2,,10658362,good,https://www.immoweb.be/en/classified/apartment/for-sale/ans/4430/10658362
,Brussel,1000,1,apartment,apartment,385000,,2,,1,3,,,,,,10659528,as new,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/10659528
,Gent,9000,,apartment,penthouse,470000,,2,90,1,30,,,,,,10657938,good,https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/10657938
,Uccle,1180,1,apartment,apartment,495000,,2,106,1,12,1,59,,4,,10646156,,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10646156
,Ixelles,1050,1,apartment,apartment,1595000,,3,238,1,22,,,,2,,10644493,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10644493
,Aalst,9300,1,apartment,apartment,281040,,2,102,1,11,,,,,,10651754,,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/10651754
,Anderlecht,1070,1,apartment,apartment,169000,,1,55,,,,,,2,,10644718,good,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10644718
,Ixelles,1050,1,apartment,apartment,265000,,1,54,,,,,,2,,10643320,good,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10643320
,Antwerp,2000,1,apartment,penthouse,3155000,,3,378,1,165,,,,,,10644279,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2000/10644279
,Ixelles,1050,1,apartment,apartment,465000,,3,118,,,,,,2,,10643319,good,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10643319
,Evere,1140,,apartment,apartment,289000,,2,79,1,15,,,,,,10664215,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10664215
,Ixelles,1050,1,apartment,apartment,385000,,2,90,,,,,,2,,10643321,good,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10643321
,Ixelles,1050,1,apartment,triplex,365000,,2,79,,,,,,2,,10643324,good,https://www.immoweb.be/en/classified/triplex/for-sale/ixelles/1050/10643324
,Ixelles,1050,1,apartment,triplex,465000,,3,118,,,,,,2,,10643325,good,https://www.immoweb.be/en/classified/triplex/for-sale/ixelles/1050/10643325
,Vinkt,9800,1,apartment,apartment,368180,,2,146,,,,,,2,,10668204,,https://www.immoweb.be/en/classified/apartment/for-sale/vinkt/9800/10668204
,Aalst,9300,1,apartment,apartment,218990,,1,72,1,10,,,,,,10652069,,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/10652069
,Aalst,9300,1,apartment,apartment,217700,,1,75,1,5,,,,,,10651752,,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/10651752
,Rixensart,1332,,apartment,apartment,440000,,2,75,,,,,,4,,10664604,,https://www.immoweb.be/en/classified/apartment/for-sale/rixensart/1332/10664604
,Gistel,8470,1,apartment,apartment,170000,,1,,,,,,,,,10649814,good,https://www.immoweb.be/en/classified/apartment/for-sale/gistel/8470/10649814
,Antwerpen,2600,1,apartment,apartment,249000,,2,90,1,5,,,,2,,10650245,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2600/10650245
,Merchtem,1785,,apartment,penthouse,595000,,4,250,1,44,,,,2,,10649497,,https://www.immoweb.be/en/classified/penthouse/for-sale/merchtem/1785/10649497
,Nassogne,6950,,apartment,apartment,99000,,1,35,,,,,,,,10670563,good,https://www.immoweb.be/en/classified/apartment/for-sale/nassogne/6950/10670563
,Hamme,9220,,house,exceptional property,795000,,3,263,1,,,,122,3,,10639080,just renovated,https://www.immoweb.be/en/classified/exceptional-property/for-sale/hamme/9220/10639080
,Nassogne,6950,,apartment,apartment,80000,,1,34,,,,,,,,10670522,to restore,https://www.immoweb.be/en/classified/apartment/for-sale/nassogne/6950/10670522
,Vilvoorde,1800,1,apartment,duplex,319000,,2,102,1,45,,,,,,10669432,good,https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/10669432
,Knokke-Heist Knokke,8300,,apartment,apartment,3795000,,4,240,,,,,,2,,10668964,good,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist%20knokke/8300/10668964
,Dinant,5500,,apartment,apartment,160000,,2,85,,,,,,,,10669588,good,https://www.immoweb.be/en/classified/apartment/for-sale/dinant/5500/10669588
,Dinant,5503,,apartment,apartment,120000,,1,50,,,,,,,,10669568,to restore,https://www.immoweb.be/en/classified/apartment/for-sale/dinant/5503/10669568
,Oosterzele,9860,1,house,villa,795000,,4,245,1,,,,1427,,,10637547,as new,https://www.immoweb.be/en/classified/villa/for-sale/oosterzele/9860/10637547
,Nadrin (Houffalize),6660,,house,villa,795000,,6,455,1,,,,9198,4,1,10600392,,https://www.immoweb.be/en/classified/villa/for-sale/nadrin%20%28houffalize%29/6660/10600392
,Oostende,8400,,apartment,apartment,375000,,2,81,,,,,,,,10668711,,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10668711
,Waterloo,1410,1,house,villa,845000,isUnderOption,4,185,1,110,1,600,729,4,1,10319396,good,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10319396
,Zuienkerke,8377,1,house,villa,795000,,4,279,1,,,,899,,,10600732,as new,https://www.immoweb.be/en/classified/villa/for-sale/zuienkerke/8377/10600732
,Saint-Gilles,1060,,house,other property,825000,,4,170,1,9,,,170,2,,10342876,,https://www.immoweb.be/en/classified/other-property/for-sale/saint-gilles/1060/10342876
